,demand,hdd,t2m3,rh,t2m4,t2min,cdd,w10,q,mtpr,t2m,msdwswrf,t2max
2020-05-25,220909.79858224778,4.891454635125825,285.98775027304157,82.90062219363774,285.8040289264767,284.42412456810376,0.0,5.276780552509554,7.86584596929068,7.305810959735801e-05,286.20043935843626,78.75169062824844,288.0645118468186
2020-05-26,211651.1654035343,4.51626830607888,286.3369724480687,81.16127728934421,286.18295305849057,283.92184546650486,0.0,3.078763209182113,7.918915468069773,1.4897832197157143e-05,286.7681105126723,89.78714334464148,289.5586468578413
2020-05-27,209211.5844572577,4.54239302495848,286.1953157551156,85.05872396311266,286.1570550054695,281.774740456425,0.0,1.0974231360343327,7.732091491972353,2.552495579450126e-06,285.61687191572116,101.62728873347582,289.6099831266377
2020-05-28,206225.56068098784,4.533773498771355,286.1560148653148,79.27610607456965,286.1672372404487,282.44396999074763,0.0,1.8143318671359518,7.4305437581368485,4.790777889743566e-06,286.0825486625418,125.37893496338735,291.0732805834921
2020-05-29,207799.14901421312,4.822625088020578,285.5816025409875,86.30699109845384,285.87833509315647,281.6352059668162,0.0,1.582451414667444,7.524222713586469,6.7864709102477765e-06,285.04486357173346,105.40714204208717,289.4046668677249
2020-06-01,211074.22108812607,4.91940517880606,286.0198911461943,62.62584834645517,285.77624898060674,280.1445289855721,0.0,4.384196101518155,5.314851201076696,2.010438972172481e-05,284.89702292982486,116.01254355374961,290.69756929542467
2020-06-02,228170.57228413786,5.3475867737781355,285.01517360965516,68.03909657151297,285.3480204378258,281.3874433902865,0.0,5.104322914673835,5.180861434445781,1.732588231477129e-05,283.33196776213913,85.28319311627544,286.0747523241493
2020-06-03,219926.7203101705,5.891079367848868,284.1338350476462,64.05975441564239,284.80448687291386,280.7199905364936,0.0,3.9856485316444417,5.122833822023839,1.5653391829388455e-07,284.171982229274,125.74662151454257,288.2223553225532
2020-06-04,226828.06511651402,7.113029862641887,283.1440242734533,75.75703114399342,283.58238224691473,277.71904847467215,0.0,2.0724740196142863,5.275382825955033,3.989733852536104e-07,281.9275870310438,117.36887715635882,287.45124785810424
2020-06-05,217643.06665615443,7.7318048090177935,282.84015977731093,74.58474570185334,282.9632182731231,278.3615520525027,0.0,1.354127901825394,5.397970717103851,-3.116480905940228e-07,282.42035827707633,135.47435593812492,288.39138025002217
2020-06-08,209937.1062458459,7.302321890827426,283.7165002709884,78.95802251846317,283.3925691790394,282.4136061385331,0.0,3.292831982852694,6.747620805786013,1.4735626956215128e-05,284.7851201120828,112.04782727880367,287.6328725087921
2020-06-09,219242.39430311142,6.350525839918215,284.8887278355484,86.58112761244666,284.3443248901216,283.97927438621787,0.0,1.672385809366569,8.171136781158168,4.1252493029188606e-05,286.227373051007,90.35429109038142,288.98913457948595
2020-06-10,220333.6588986995,5.447187906123317,285.77895751074914,92.58834248982892,285.2476179617898,282.72340773341597,0.0,1.2033227191290152,8.869634374584018,5.609499464323028e-05,286.32384615473455,78.37656855698489,289.35964882109164
2020-06-11,212813.99500074622,4.8107459326517965,286.2501758961827,82.69789344512657,285.88401836972696,283.6366352986056,0.0,2.6673043704997323,7.8099416910935755,5.667488665111958e-06,286.19877490893725,109.73699323035088,290.03890070940844
2020-06-12,213455.6825796279,4.547292445248474,286.1208093019532,88.57133439058916,286.1475597144711,283.8868397398186,0.0,1.5617324781891335,8.153945479461605,1.2795672978621046e-05,285.8392819976828,81.7924078579157,288.7501867112708
2020-06-15,212917.5239124117,4.860302253459741,285.8592143735565,75.9779486562628,285.85433892110456,280.8672225984669,0.0,2.5703386909248187,6.426667873013197,5.44724516508742e-07,284.7161993419757,119.8820075675845,289.56811882350956
2020-06-16,212380.69214404593,5.034863565534873,284.9968257936362,74.1477342746483,285.67960654436985,280.70467158314426,0.0,2.4160034691560024,6.4273840347315145,4.7095987424777423e-07,285.1403499539833,122.57301196652541,290.5654200161057
2020-06-17,222921.116735194,5.536376749376,285.172805854886,81.32716352797034,285.16306804818896,283.57951458674125,0.0,3.04898768110408,7.270045233865759,2.3555482883822094e-05,285.6613470859261,82.40942064604069,288.0416929281622
2020-06-18,218857.09266812407,5.762497622548479,285.0037534039982,76.8574925543351,284.93197244059013,280.89290888223115,0.0,1.1794280318105708,6.208706673080805,3.4158354184238925e-06,284.20902507734763,91.5743766230357,288.234678176186
2020-06-19,209457.23492742452,5.696163548712526,284.9507586130134,82.79155329560635,284.9982717590427,280.7088912774414,0.0,2.1213997424576703,7.113153669763709,1.2002571798729436e-06,284.9813842751986,114.41930880502227,289.3748250581935
2020-06-22,232139.48454466305,6.495884258382014,283.937295060184,71.81530559337479,284.19841976416996,279.15553418942886,0.0,3.6936945835398367,5.173932814779706,3.3222128965222732e-06,282.4113873301795,109.49665025197521,286.2628761480688
2020-06-23,234382.18200183875,7.056816095536924,282.87272705152293,70.90718552030992,283.6374446004556,280.348812575501,0.0,3.9896358234094906,5.206735335259845,1.3275073374524505e-06,282.73746942928767,114.63768092354229,286.5668513445295
2020-06-24,229031.92574346246,7.434282398836901,283.1901699758302,73.98620358571895,283.25993859537084,280.48683780049134,0.0,3.6098182454687455,6.108439441059835,2.1865265010176416e-06,284.42111443275127,106.73225577970919,288.21489815667417
2020-06-25,226868.12076869898,7.4976571159689405,283.45808167014707,73.36965472739726,283.19651825030274,279.06109380007337,0.0,2.9868814278514657,5.564698799239719,-4.0555063916521226e-08,283.2151262853903,120.23472537963305,288.3075046187432
2020-06-26,221494.17707932982,7.321332116746363,283.5844288964198,75.908539573505,283.37280012046875,280.42017457693316,0.0,2.1217368337025166,5.746595936953272,3.6031563935787e-06,283.11651789736385,118.94358563567606,287.6776694304034
2020-06-29,231176.2737804218,7.677508181839201,282.98301282197883,87.35833062624984,283.0164953921501,279.5812904533883,0.0,1.297413306491808,6.481119874862213,1.6440634330656092e-05,282.74335833535133,88.44679819770992,286.37917484819826
2020-06-30,226340.58030243334,7.682882269476711,282.9936355293837,81.19816150324992,283.01108120266576,279.1423552423534,0.0,2.0064409520738744,6.165778831181467,5.345359671510779e-07,283.0948521171078,117.28693108401758,287.76842690825987
2020-07-01,216302.74815764566,7.050042678203492,283.81096415097045,69.83712833527515,283.6438797075538,281.77945197630646,0.0,3.229663670630657,6.256120851853245,1.4131357864135309e-06,285.59417150484245,128.55114314490254,290.29910705699143
2020-07-02,209831.0723631559,6.215602656288328,285.05643640270347,68.1434784088078,284.4782735158033,280.58074201426035,0.0,2.692942377269892,6.491400330373774,3.630321324333512e-07,286.4797507118959,124.2234310746438,291.4950684550876
2020-07-03,213494.63793813615,6.060646115510169,285.14581720759566,66.2670184901632,284.6331917824937,278.8923175110482,0.0,3.153270680552633,5.075715686469388,2.122581512294893e-05,283.36301506875793,122.2969588267724,287.9719582568263
2020-07-06,230233.12810332922,7.749814813621236,282.804032694396,77.17217236824507,282.94389286406505,280.5105649651583,0.0,1.8113200977891304,5.830638524908716,-2.671641845998512e-07,283.1997520170647,128.03322322467696,287.7097218108575
2020-07-07,229418.3993916901,7.517639239133426,283.3887562321781,79.1514727594798,283.17602466227845,282.06294623264745,0.0,2.357750289547635,6.477020681360759,1.1214552466201708e-05,284.2915479370031,107.39935201153963,287.49029605183836
2020-07-08,233144.56217954739,7.4202331716302705,283.472882295321,83.71172012242711,283.2733870503075,279.906221798337,0.0,0.8903749702011763,6.250552759056699,9.823218760791261e-06,282.92682804494126,88.82779004975494,286.93597475441135
2020-07-09,225611.66650030194,6.999701832435649,283.85843696369824,84.94347166288159,283.6938793289525,281.09265074606446,0.0,1.130438811745186,7.04468269158528,3.5282836529059265e-06,284.35641860635496,109.83719828152104,288.22214368274217
2020-07-10,221544.55738982442,6.557191687966377,284.08447368682215,87.79483289643485,284.13634344524263,282.2526955800115,0.0,1.1392841212635394,7.654528477350748,9.140429671467458e-05,284.96962316523576,77.37179927558816,288.1283693740028
2020-07-13,229567.3748666021,6.726041536028203,283.6331414482846,79.90511342141198,283.9673685725965,280.7940174167818,0.0,3.9852598873160363,6.378634186905119,6.940666918599678e-05,283.81613006294805,105.7998202157637,286.1192504462194
2020-07-14,235006.79743913576,6.829239531733709,283.86615867571743,75.73809422006657,283.8641338043457,281.95141071520413,0.0,6.510164385797163,6.369713647988291,3.048958662223233e-05,284.55666175270767,91.05280610675129,287.0688229208427
2020-07-15,232142.20679666923,6.847573154701928,284.0524773489984,67.25162403398056,283.8457518961549,280.8733709896957,0.0,5.258200091018098,5.302427674386846,2.840255768026726e-06,283.7841119242194,106.42255570643991,287.1206603069148
2020-07-16,230797.20298977083,6.640446765026578,284.13158870769644,69.55662853512453,284.05284027833477,281.46715756894656,0.0,4.869324888495909,5.615145426253955,3.4588574911667665e-06,284.05347711767746,103.01589942259467,287.0745788139518
2020-07-17,223456.041071391,6.555903848671867,283.99741328197575,76.56450914333281,284.1373328283307,280.8256298770794,0.0,3.3210800579970483,6.27927919318201,6.367641764460027e-06,284.1541322986607,96.64472387728738,287.4276163995793
2020-07-20,226072.16221269965,6.957966310359481,283.5953384197638,59.131448486330285,283.7351493710864,278.5973022986501,0.0,3.62687969709792,4.23324664988552,-4.913651842541632e-07,282.6490550784545,145.65023312348566,287.25436532809255
2020-07-21,231804.54842515226,7.538512818844943,283.17694637235377,71.69695643221021,283.15455885444175,277.8534756630985,0.0,1.9354467261328405,4.923811571436417,-2.104630385037253e-07,281.83177683501276,134.86710014012078,286.8172185235415
2020-07-22,231631.20682574372,7.738276805457131,282.25637094348735,76.86379633034784,282.9547545575469,277.4540622225872,0.0,1.218206125975975,5.500077488653553,2.7293449623024235e-07,282.28773521200577,131.4260778094758,287.94269226099266
2020-07-23,229769.22748122932,8.376363631252156,282.20567123317005,80.6195276925053,282.31662774659986,278.24367118581046,0.0,0.7684663794274105,5.902005661049506,8.360303317489152e-06,282.496960259235,138.84852077665346,287.90760227451443
